record_id,network_event_id,event_timestamp_utc,event_type,origin_number,destination_number,direction,duration_seconds,disposition,origin_subscriber_id,origin_device_id,origin_sim_id,destination_subscriber_id,destination_device_id,destination_sim_id,origin_tower_id,origin_city,origin_latitude,origin_longitude,destination_tower_id,destination_city,destination_latitude,destination_longitude,roaming_flag,call_forwarded_flag,forwarded_to_number,conference_id,previous_value,new_value,source_system
REC-00074,NET-00046,2026-08-06T18:52:36Z,VOICE_CALL,+1-202-555-0103,+1-202-555-0104,OUTBOUND,462,ANSWERED,SUB-003,DEV-1003,SIM-5003,SUB-004,DEV-1004,SIM-5004,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,N,N,,,,,SWITCH_A
REC-00075,NET-00052,2026-08-07T08:16:16Z,VOICE_CALL,+1-202-555-0101,+1-202-555-0102,OUTBOUND,439,ANSWERED,SUB-001,DEV-1001,SIM-5001,SUB-002,DEV-1002,SIM-5002,TWR-DC-01,"Washington, DC",38.9072,-77.0369,TWR-DC-02,"Washington, DC",38.923,-77.0426,N,N,,,,,SWITCH_A
REC-00076,NET-00056,2026-08-07T09:20:13Z,SMS,+1-202-555-0109,+1-202-555-0110,OUTBOUND,0,DELIVERED,SUB-009,DEV-1009,SIM-5009,SUB-010,DEV-1010,SIM-5010,TWR-DC-01,"Washington, DC",38.9072,-77.0369,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,N,N,,,,,MESSAGING_GATEWAY
REC-00077,NET-00057,2026-08-07T09:24:13Z,SMS,+1-202-555-0110,+1-202-555-0109,OUTBOUND,0,DELIVERED,SUB-010,DEV-1010,SIM-5010,SUB-009,DEV-1009,SIM-5009,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,MESSAGING_GATEWAY
REC-00078,NET-00059,2026-08-07T11:06:17Z,VOICE_CALL,+1-202-555-0114,+1-202-555-0115,OUTBOUND,356,ANSWERED,SUB-014,DEV-1014,SIM-5014,SUB-015,DEV-1015,SIM-5015,TWR-DEN-01,"Denver, CO",39.7392,-104.9903,TWR-DEN-01,"Denver, CO",39.7392,-104.9903,N,N,,,,,SWITCH_A
REC-00079,NET-00055,2026-08-07T12:17:13Z,VOICE_CALL,+1-202-555-0105,+1-202-555-0106,OUTBOUND,180,ANSWERED,SUB-005,DEV-1005,SIM-5005,SUB-006,DEV-1006,SIM-5006,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,SWITCH_A
REC-00080,NET-00085,2026-08-07T13:07:00Z,VOICE_CALL,+1-202-555-0102,+1-202-555-0106,OUTBOUND,116,ANSWERED,SUB-002,DEV-1002,SIM-5002,SUB-006,DEV-1006,SIM-5006,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,SWITCH_A
REC-00081,NET-00058,2026-08-07T15:12:02Z,VOICE_CALL,+1-202-555-0112,+1-202-555-0113,OUTBOUND,345,ANSWERED,SUB-012,DEV-1012,SIM-5012,SUB-013,DEV-1013,SIM-5013,TWR-CHI-01,"Chicago, IL",41.8781,-87.6298,TWR-CHI-01,"Chicago, IL",41.8781,-87.6298,N,N,,,,,SWITCH_A
REC-00082,NET-00053,2026-08-07T17:44:09Z,VOICE_CALL,+1-202-555-0102,+1-202-555-0101,OUTBOUND,209,ANSWERED,SUB-002,DEV-1002,SIM-5002,SUB-001,DEV-1001,SIM-5001,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,SWITCH_A
REC-00083,NET-00054,2026-08-07T18:46:00Z,VOICE_CALL,+1-202-555-0103,+1-202-555-0104,OUTBOUND,435,ANSWERED,SUB-003,DEV-1003,SIM-5003,SUB-004,DEV-1004,SIM-5004,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,N,N,,,,,SWITCH_A
REC-00084,NET-00060,2026-08-07T20:07:45Z,VOICE_CALL,+1-202-555-0107,+1-202-555-0108,OUTBOUND,412,ANSWERED,SUB-007,DEV-1007,SIM-5007,SUB-008,DEV-1008,SIM-5008,TWR-NYC-01,"New York, NY",40.7128,-74.006,TWR-DC-02,"Washington, DC",38.923,-77.0426,N,N,,,,,SWITCH_A
REC-00085,NET-00103,2026-08-07T23:47:00Z,SIM_CHANGE,+1-202-555-0104,,OUTBOUND,,,SUB-004,DEV-1004,SIM-9004,,,,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,,,,,N,N,,,SIM-5004,SIM-9004,SUBSCRIBER_MGMT
REC-00086,NET-00104,2026-08-07T23:52:00Z,DEVICE_REGISTRATION,+1-202-555-0104,,OUTBOUND,,,SUB-004,DEV-9004,SIM-9004,,,,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,,,,,N,N,,,DEV-1004,DEV-9004,RADIO_ACCESS_LOG
REC-00087,NET-00105,2026-08-08T00:03:00Z,VOICE_CALL,+1-202-555-0104,+1-212-555-0177,OUTBOUND,12,ANSWERED,SUB-004,DEV-9004,SIM-9004,EXT-177,DEV-2177,SIM-6177,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,TWR-NYC-01,"New York, NY",40.7128,-74.006,N,N,,,,,SWITCH_A
REC-00088,NET-00106,2026-08-08T00:07:00Z,VOICE_CALL,+1-202-555-0104,+1-415-555-0188,OUTBOUND,241,ANSWERED,SUB-004,DEV-9004,SIM-9004,EXT-188,DEV-2188,SIM-6188,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,TWR-SFO-01,"San Francisco, CA",37.7749,-122.4194,N,N,,,,,SWITCH_A
REC-00089,NET-00107,2026-08-08T00:15:00Z,CALL_FORWARD_SET,+1-202-555-0104,,OUTBOUND,,,SUB-004,DEV-9004,SIM-9004,,,,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,,,,,N,Y,+1-415-555-0188,,OFF,+1-415-555-0188,FEATURE_SERVER
REC-00090,NET-00108,2026-08-08T00:18:00Z,VOICE_CALL,+1-202-555-0103,+1-202-555-0104,OUTBOUND,166,ANSWERED,SUB-003,DEV-1003,SIM-5003,SUB-004,DEV-1004,SIM-5004,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,N,Y,+1-415-555-0188,,,,SWITCH_A
REC-00091,NET-00109,2026-08-08T02:13:00Z,VOICE_CALL,+1-202-555-0117,+1-202-555-0101,OUTBOUND,15,NO_ANSWER,SUB-017,DEV-1017,SIM-5017,SUB-001,DEV-1001,SIM-5001,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,SWITCH_A
REC-00092,NET-00110,2026-08-08T02:15:00Z,VOICE_CALL,+1-202-555-0117,+1-202-555-0102,OUTBOUND,12,CANCELED,SUB-017,DEV-1017,SIM-5017,SUB-002,DEV-1002,SIM-5002,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DC-02,"Washington, DC",38.923,-77.0426,N,N,,,,,SWITCH_A
REC-00093,NET-00111,2026-08-08T02:17:00Z,VOICE_CALL,+1-202-555-0117,+1-202-555-0103,OUTBOUND,18,ANSWERED,SUB-017,DEV-1017,SIM-5017,SUB-003,DEV-1003,SIM-5003,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,N,N,,,,,SWITCH_A
REC-00094,NET-00112,2026-08-08T02:19:00Z,VOICE_CALL,+1-202-555-0117,+1-202-555-0105,OUTBOUND,5,CANCELED,SUB-017,DEV-1017,SIM-5017,SUB-005,DEV-1005,SIM-5005,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,N,N,,,,,SWITCH_A
REC-00095,NET-00113,2026-08-08T02:21:00Z,VOICE_CALL,+1-202-555-0117,+1-202-555-0106,OUTBOUND,4,CANCELED,SUB-017,DEV-1017,SIM-5017,SUB-006,DEV-1006,SIM-5006,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,SWITCH_A
REC-00096,NET-00114,2026-08-08T02:23:00Z,VOICE_CALL,+1-202-555-0117,+1-202-555-0107,OUTBOUND,14,CANCELED,SUB-017,DEV-1017,SIM-5017,SUB-007,DEV-1007,SIM-5007,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-NYC-01,"New York, NY",40.7128,-74.006,N,N,,,,,SWITCH_A
REC-00097,NET-00115,2026-08-08T02:25:00Z,VOICE_CALL,+1-202-555-0117,+1-202-555-0108,OUTBOUND,18,ANSWERED,SUB-017,DEV-1017,SIM-5017,SUB-008,DEV-1008,SIM-5008,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DC-02,"Washington, DC",38.923,-77.0426,N,N,,,,,SWITCH_A
REC-00098,NET-00116,2026-08-08T02:27:00Z,VOICE_CALL,+1-202-555-0117,+1-202-555-0114,OUTBOUND,12,NO_ANSWER,SUB-017,DEV-1017,SIM-5017,SUB-014,DEV-1014,SIM-5014,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DEN-01,"Denver, CO",39.7392,-104.9903,N,N,,,,,SWITCH_A
REC-00099,NET-00117,2026-08-08T02:29:00Z,VOICE_CALL,+1-202-555-0117,+1-202-555-0115,OUTBOUND,17,ANSWERED,SUB-017,DEV-1017,SIM-5017,SUB-015,DEV-1015,SIM-5015,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DEN-01,"Denver, CO",39.7392,-104.9903,N,N,,,,,SWITCH_A
REC-00100,NET-00118,2026-08-08T02:31:00Z,VOICE_CALL,+1-202-555-0117,+1-202-555-0116,OUTBOUND,7,CANCELED,SUB-017,DEV-1017,SIM-5017,SUB-016,DEV-1016,SIM-5016,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-MIA-01,"Miami, FL",25.7617,-80.1918,N,N,,,,,SWITCH_A
REC-00101,NET-00119,2026-08-08T02:34:00Z,DEVICE_DEREGISTRATION,+1-202-555-0117,,OUTBOUND,,,SUB-017,DEV-1017,SIM-5017,,,,TWR-DC-02,"Washington, DC",38.923,-77.0426,,,,,N,N,,,REGISTERED,OFFLINE,RADIO_ACCESS_LOG
REC-00102,NET-00061,2026-08-08T08:10:19Z,VOICE_CALL,+1-202-555-0101,+1-202-555-0102,OUTBOUND,388,ANSWERED,SUB-001,DEV-1001,SIM-5001,SUB-002,DEV-1002,SIM-5002,TWR-DC-01,"Washington, DC",38.9072,-77.0369,TWR-DC-02,"Washington, DC",38.923,-77.0426,N,N,,,,,SWITCH_A
REC-00103,NET-00065,2026-08-08T09:22:05Z,SMS,+1-202-555-0109,+1-202-555-0110,OUTBOUND,0,DELIVERED,SUB-009,DEV-1009,SIM-5009,SUB-010,DEV-1010,SIM-5010,TWR-DC-01,"Washington, DC",38.9072,-77.0369,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,N,N,,,,,MESSAGING_GATEWAY
REC-00104,NET-00067,2026-08-08T11:00:46Z,VOICE_CALL,+1-202-555-0114,+1-202-555-0115,OUTBOUND,153,ANSWERED,SUB-014,DEV-1014,SIM-5014,SUB-015,DEV-1015,SIM-5015,TWR-DEN-01,"Denver, CO",39.7392,-104.9903,TWR-DEN-01,"Denver, CO",39.7392,-104.9903,N,N,,,,,SWITCH_A
REC-00105,NET-00086,2026-08-08T11:32:00Z,VOICE_CALL,+1-202-555-0113,+1-202-555-0112,OUTBOUND,223,ANSWERED,SUB-013,DEV-1013,SIM-5013,SUB-012,DEV-1012,SIM-5012,TWR-CHI-01,"Chicago, IL",41.8781,-87.6298,TWR-CHI-01,"Chicago, IL",41.8781,-87.6298,N,N,,,,,SWITCH_A
REC-00106,NET-00064,2026-08-08T12:13:36Z,VOICE_CALL,+1-202-555-0105,+1-202-555-0106,OUTBOUND,134,ANSWERED,SUB-005,DEV-1005,SIM-5005,SUB-006,DEV-1006,SIM-5006,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,SWITCH_A
REC-00107,NET-00066,2026-08-08T15:20:39Z,VOICE_CALL,+1-202-555-0112,+1-202-555-0113,OUTBOUND,210,ANSWERED,SUB-012,DEV-1012,SIM-5012,SUB-013,DEV-1013,SIM-5013,TWR-CHI-01,"Chicago, IL",41.8781,-87.6298,TWR-CHI-01,"Chicago, IL",41.8781,-87.6298,N,N,,,,,SWITCH_A
REC-00108,NET-00062,2026-08-08T17:35:01Z,VOICE_CALL,+1-202-555-0102,+1-202-555-0101,OUTBOUND,186,ANSWERED,SUB-002,DEV-1002,SIM-5002,SUB-001,DEV-1001,SIM-5001,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,SWITCH_A
REC-00109,NET-00063,2026-08-08T18:41:45Z,VOICE_CALL,+1-202-555-0103,+1-202-555-0104,OUTBOUND,459,ANSWERED,SUB-003,DEV-1003,SIM-5003,SUB-004,DEV-1004,SIM-5004,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,N,N,,,,,SWITCH_A
REC-00110,NET-00068,2026-08-08T19:15:43Z,VOICE_CALL,+1-202-555-0107,+1-617-555-0155,OUTBOUND,237,ANSWERED,SUB-007,DEV-1007,SIM-5007,EXT-155,DEV-2155,SIM-6155,TWR-NYC-01,"New York, NY",40.7128,-74.006,TWR-BOS-01,"Boston, MA",42.3601,-71.0589,N,N,,,,,SWITCH_A
REC-00111,NET-00120,2026-08-08T20:00:00Z,VOICE_CALL,+1-212-555-0177,+1-202-555-0101,OUTBOUND,31,ANSWERED,EXT-177,DEV-2177,SIM-6177,SUB-001,DEV-1001,SIM-5001,TWR-NYC-01,"New York, NY",40.7128,-74.006,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,SWITCH_A
REC-00112,NET-00121,2026-08-08T20:04:00Z,VOICE_CALL,+1-212-555-0177,+1-202-555-0105,OUTBOUND,35,ANSWERED,EXT-177,DEV-2177,SIM-6177,SUB-005,DEV-1005,SIM-5005,TWR-NYC-01,"New York, NY",40.7128,-74.006,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,N,N,,,,,SWITCH_A
REC-00113,NET-00123,2026-08-08T20:07:00Z,VOICE_CALL,+1-202-555-0101,+1-415-555-0188,OUTBOUND,148,ANSWERED,SUB-001,DEV-1001,SIM-5001,EXT-188,DEV-2188,SIM-6188,TWR-DC-01,"Washington, DC",38.9072,-77.0369,TWR-SFO-01,"San Francisco, CA",37.7749,-122.4194,N,N,,,,,SWITCH_A
REC-00114,NET-00122,2026-08-08T20:08:00Z,VOICE_CALL,+1-212-555-0177,+1-202-555-0114,OUTBOUND,39,ANSWERED,EXT-177,DEV-2177,SIM-6177,SUB-014,DEV-1014,SIM-5014,TWR-NYC-01,"New York, NY",40.7128,-74.006,TWR-DEN-01,"Denver, CO",39.7392,-104.9903,N,N,,,,,SWITCH_A
REC-00115,NET-00124,2026-08-08T20:12:00Z,VOICE_CALL,+1-202-555-0105,+1-415-555-0188,OUTBOUND,102,ANSWERED,SUB-005,DEV-1005,SIM-5005,EXT-188,DEV-2188,SIM-6188,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,TWR-SFO-01,"San Francisco, CA",37.7749,-122.4194,N,N,,,,,SWITCH_A
REC-00116,NET-00125,2026-08-08T20:17:00Z,VOICE_CALL,+1-202-555-0114,+1-415-555-0188,OUTBOUND,173,ANSWERED,SUB-014,DEV-1014,SIM-5014,EXT-188,DEV-2188,SIM-6188,TWR-DEN-01,"Denver, CO",39.7392,-104.9903,TWR-SFO-01,"San Francisco, CA",37.7749,-122.4194,N,N,,,,,SWITCH_A
REC-00117,NET-00126,2026-08-09T01:11:00Z,VOICE_CALL,+1-202-555-0111,+1-312-555-0190,OUTBOUND,14162,ANSWERED,SUB-011,DEV-1011,SIM-5011,EXT-190,DEV-2190,SIM-6190,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-CHI-01,"Chicago, IL",41.8781,-87.6298,N,N,,,,,SWITCH_A
REC-00118,NET-00069,2026-08-09T08:12:01Z,VOICE_CALL,+1-202-555-0101,+1-202-555-0102,OUTBOUND,321,ANSWERED,SUB-001,DEV-1001,SIM-5001,SUB-002,DEV-1002,SIM-5002,TWR-DC-01,"Washington, DC",38.9072,-77.0369,TWR-DC-02,"Washington, DC",38.923,-77.0426,N,N,,,,,SWITCH_A
REC-00119,NET-00073,2026-08-09T09:37:33Z,SMS,+1-202-555-0109,+1-202-555-0110,OUTBOUND,0,DELIVERED,SUB-009,DEV-1009,SIM-5009,SUB-010,DEV-1010,SIM-5010,TWR-DC-01,"Washington, DC",38.9072,-77.0369,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,N,N,,,,,MESSAGING_GATEWAY
REC-00120,NET-00074,2026-08-09T09:44:33Z,SMS,+1-202-555-0110,+1-202-555-0109,OUTBOUND,0,DELIVERED,SUB-010,DEV-1010,SIM-5010,SUB-009,DEV-1009,SIM-5009,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,MESSAGING_GATEWAY
REC-00121,NET-00076,2026-08-09T10:49:13Z,VOICE_CALL,+1-202-555-0114,+1-202-555-0115,OUTBOUND,374,ANSWERED,SUB-014,DEV-1014,SIM-5014,SUB-015,DEV-1015,SIM-5015,TWR-DEN-01,"Denver, CO",39.7392,-104.9903,TWR-DEN-01,"Denver, CO",39.7392,-104.9903,N,N,,,,,SWITCH_A
REC-00122,NET-00127,2026-08-09T11:44:20Z,VOICE_CALL,+1-202-555-0102,+1-202-555-0106,OUTBOUND,204,ANSWERED,SUB-002,DEV-1002,SIM-5002,SUB-006,DEV-1006,SIM-5006,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,MEDIATION_EXPORT
REC-00123,NET-00127,2026-08-09T11:44:20Z,VOICE_CALL,+1-202-555-0102,+1-202-555-0106,OUTBOUND,204,ANSWERED,SUB-002,DEV-1002,SIM-5002,SUB-006,DEV-1006,SIM-5006,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,SWITCH_A
REC-00124,NET-00072,2026-08-09T12:10:26Z,VOICE_CALL,+1-202-555-0105,+1-202-555-0106,OUTBOUND,125,ANSWERED,SUB-005,DEV-1005,SIM-5005,SUB-006,DEV-1006,SIM-5006,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,SWITCH_A
REC-00125,NET-00077,2026-08-09T13:16:45Z,VOICE_CALL,+1-202-555-0116,+1-305-555-0144,OUTBOUND,457,ANSWERED,SUB-016,DEV-1016,SIM-5016,EXT-144,DEV-2144,SIM-6144,TWR-MIA-01,"Miami, FL",25.7617,-80.1918,TWR-MIA-01,"Miami, FL",25.7617,-80.1918,N,N,,,,,SWITCH_A
REC-00126,NET-00075,2026-08-09T15:24:01Z,VOICE_CALL,+1-202-555-0112,+1-202-555-0113,OUTBOUND,356,ANSWERED,SUB-012,DEV-1012,SIM-5012,SUB-013,DEV-1013,SIM-5013,TWR-CHI-01,"Chicago, IL",41.8781,-87.6298,TWR-CHI-01,"Chicago, IL",41.8781,-87.6298,N,N,,,,,SWITCH_A
REC-00127,NET-00087,2026-08-09T16:17:00Z,VOICE_CALL,+1-202-555-0106,+1-202-555-0105,OUTBOUND,154,ANSWERED,SUB-006,DEV-1006,SIM-5006,SUB-005,DEV-1005,SIM-5005,TWR-DC-01,"Washington, DC",38.9072,-77.0369,TWR-BAL-01,"Baltimore, MD",39.2904,-76.6122,N,N,,,,,SWITCH_A
REC-00128,NET-00070,2026-08-09T17:36:14Z,VOICE_CALL,+1-202-555-0102,+1-202-555-0101,OUTBOUND,181,ANSWERED,SUB-002,DEV-1002,SIM-5002,SUB-001,DEV-1001,SIM-5001,TWR-DC-02,"Washington, DC",38.923,-77.0426,TWR-DC-01,"Washington, DC",38.9072,-77.0369,N,N,,,,,SWITCH_A
REC-00129,NET-00071,2026-08-09T18:44:13Z,VOICE_CALL,+1-202-555-0103,+1-202-555-0104,OUTBOUND,564,ANSWERED,SUB-003,DEV-1003,SIM-5003,SUB-004,DEV-1004,SIM-5004,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,TWR-ARL-01,"Arlington, VA",38.8816,-77.091,N,N,,,,,SWITCH_A
